sentence1,score,sentence2
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica capao da canoars i zona nova,0.24843692779541016,eskimo sorbete
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica vacariars,0.24843692779541016,eskimo sorbete
comercio e industria de sorvetes eskimo ltda - eskimo  atacadao itusp,0.2557946443557739,eskimo sorbete
comercio e industria de sorvetes eskimo ltda - eskimo  atacadao cachoeiro de itapemirimes,0.259128212928772,eskimo sorbete
comercio e industria de sorvetes eskimo ltda - eskimo  atacadao tres riosrj,0.0,eskimo sorbete
igreja evangelica assembleia de deus - cerquilho,0.2572994828224182,igreja evangelica assembleia
igreja evangelica assembleia de deus - waldemar hauer,0.2572994828224182,igreja evangelica assembleia
igreja evangelica assembleia de deus - igreja evangelica assembleia,0.2572994828224182,igreja evangelica assembleia
igreja evangelica assembleia de deus - balsamo,0.257299542427063,igreja evangelica assembleia
igreja evangelica assembleia de deus - ieaderp  joquei clube,0.257299542427063,igreja evangelica assembleia
igreja evangelica assembleia de deus - igreja evangelica assembleia de deusvila sao miguel,0.0,igreja evangelica assembleia
raia drogasil sa - droga raia,0.1946677565574646,drogas raia
raia drogasil sa - drogasil,0.19947808980941772,drogas raia
raia drogasil sa - raia drogasil sa,0.19947808980941772,drogas raia
raia drogasil sa - drogasil santo andre,0.19947808980941772,drogas raia
raia drogasil sa - drogaria,0.20261108875274658,drogas raia
raia drogasil sa - drogaraia,0.0,drogas raia
allpark empreendimentos participacoes e servicos sa - allpark empreendimentos participacoes e servicos,0.06423479318618774,al park empreendimentos
allpark empreendimentos participacoes e servicos sa - ed com torre sul,0.0642349123954773,al park empreendimentos
allpark empreendimentos participacoes e servicos sa - shop west plaza,0.0642349123954773,al park empreendimentos
allpark empreendimentos participacoes e servicos sa - ed com merit office  mall,0.06654608249664307,al park empreendimentos
allpark empreendimentos participacoes e servicos sa - allpark,0.10453450679779053,al park empreendimentos
allpark empreendimentos participacoes e servicos sa - allpark empreendimentos participacoes e servicos ltda,0.0,al park empreendimentos
banco bradesco sa - bradesco pa feira grande al,0.3332321047782898,bradesco
banco bradesco sa - bradesco pa ibirataia ba,0.3332321047782898,bradesco
banco bradesco sa - bradesco paa taquaral de goias go,0.3332321047782898,bradesco
banco bradesco sa - bradesco pa bairro agua verde  urb curitiba pr,0.3332321047782898,bradesco
banco bradesco sa - bradesco paa mansidao ba,0.3332321047782898,bradesco
banco bradesco sa - bradesco pa avenida adolfo pinheiro  urb sao paulo sp,0.0,bradesco
syntech agro ltda - syntech agro ltda,0.5534734427928925,kalytex seguranca
drytec service ltda - drytec,0.5725456476211548,kalytex seguranca
banco santander brasil sa - agro querenciamt,0.5882377624511719,kalytex seguranca
tecsul agro ltda - tecsul agro,0.5926030576229095,kalytex seguranca
secretaria de estado da saude - comp c p neces rel dep qui em cenas abertas de uso un i,0.6120100617408752,kalytex seguranca
andrea carvalho de macedo - qualytech const e assesso tec em seg alimt e dietetica,0.0,kalytex seguranca
fundo municipal de cultura  fmc - fundo municipal de cultura  fmc  batalha,0.06385451555252075,fundo muni
fundo municipal de cultura  fmc - fmc  fundo municipal de cultura,0.1381392478942871,fundo muni
fundo municipal de cultura - fundo municipal de cultura de pedras de fogo,0.1405181884765625,fundo muni
fundo municipal de cultura  fmc - fundo municipal de cultura,0.1510523557662964,fundo muni
fundo municipal de cultura  fmc - fundo municipal de cultura de santo cristo,0.15182167291641235,fundo muni
fundo municipal de cultura - fundo municipal de cultura,0.0,fundo muni
fundo municipal de educacao  fme - fundo municipal de educacao,0.09709042310714722,fundo mun de educacão
fundo municipal de educacao  fme - fundo municipal de educacao fme,0.09709042310714722,fundo mun de educacão
fundo municipal de educacao  fme - fme  alto paraiso de goiasgo,0.15341627597808838,fundo mun de educacão
fundo municipal do meio ambiente  fmma - fundo municipal do meio ambiente  fmma,0.2349725365638733,fundo mun de educacão
fundo municipal de esporte e lazer  fmel - fundo municipal de esporte e lazer  fmel,0.2349725365638733,fundo mun de educacão
fundo municipal de educacao  fme - fundo municipal de educacao  fme,0.0,fundo mun de educacão
fleury sa - fleury medicina e saude,0.1422777771949768,sapore
fleury sa - fleury sa,0.15574747323989868,sapore
fleury sa - clinica luiz felippe mattoso,0.3174780607223511,sapore
sapore sa - cr 4652,0.31863075494766235,sapore
sapore sa - cr 3905,0.31863075494766235,sapore
sapore sa - fleury,0.0,sapore
banco bradesco sa - bradesco pa jardim california  urb indaiatuba sp,0.361605703830719,banco bradesco
banco bradesco sa - bradesco paa sao joao do sabugi rn,0.361605703830719,banco bradesco
banco bradesco sa - bradesco pa chapadao do ceu go,0.361605703830719,banco bradesco
banco bradesco sa - bradesco paa santo expedito sp,0.361605703830719,banco bradesco
banco bradesco sa - bradesco ag buritama,0.361605703830719,banco bradesco
banco bradesco sa - bradesco ag centro empresarial mario henrique simonsen,0.0,banco bradesco
banco santander brasil sa - pa sao carlos sp ii,0.30134230852127075,santander
banco santander brasil sa - jd paulistanosp ii,0.30134230852127075,santander
banco santander brasil sa - fco politospsp,0.30134230852127075,santander
banco santander brasil sa - riopraca maua ii,0.30134230852127075,santander
banco santander brasil sa - porto velho  jatuarana  ro,0.30134230852127075,santander
banco santander brasil sa - av brasilfoz iguacupr,0.0,santander
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus  socorro,0.0444759726524353,asenbleia ebanjelica
igreja evangelica assembleia de deus - cerquilho,0.054823458194732666,asenbleia ebanjelica
igreja evangelica assembleia de deus - waldemar hauer,0.054823458194732666,asenbleia ebanjelica
igreja evangelica assembleia de deus - igreja evangelica assembleia,0.054823458194732666,asenbleia ebanjelica
igreja evangelica assembleia de deus - balsamo,0.05482369661331177,asenbleia ebanjelica
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus,0.0,asenbleia ebanjelica
mitra diocesana de santo amaro - paroquia mae do salvador,0.19976961612701416,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora mae de deus,0.2919422388076782,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora dacasaluce,0.427545428276062,paroquia nossa
diocese de franca - paroquia nossa senhora das gracas,0.427545428276062,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora delourdes,0.427545428276062,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora mae do salvador,0.0,paroquia nossa
banco santander brasil sa - pa fortalezaav13 de maioce i,0.24484652280807495,santander brasil
banco santander brasil sa - fortalezacentro i,0.2561386227607727,santander brasil
banco santander brasil sa - brasspsp,0.37182849645614624,santander brasil
banco santander brasil sa - agencia enseada botafogocaprj,0.37182849645614624,santander brasil
banco santander brasil sa - ernani amaral initeroirj,0.37182849645614624,santander brasil
banco santander brasil sa - fortalezacentro ii,0.0,santander brasil
fundo municipal dos direitos da crianca e do adolescente - fmdca  lastro,0.11298608779907227,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fmdca  jaragua,0.11298632621765137,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fmdcaim,0.11298632621765137,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fmdca municipio de quixaba,0.119174063205719,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fia municipal de maranhaozinho,0.14649689197540283,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fundo municipal direitos da crianca e do adolescente,0.0,fundo municipal adolescente
allpark empreendimentos participacoes e servicos sa - allpark empreendimentos participacoes e servicos,0.08176445960998535,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - ed com torre sul,0.08176451921463013,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - shop west plaza,0.08176451921463013,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - ed com merit office  mall,0.08457022905349731,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - allpark,0.12650209665298462,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - allpark empreendimentos participacoes e servicos sa,0.0,al park enpreendimentos
sapore sa - cr 4536 restaurante obra i,0.2007734179496765,cr restaurante
sapore sa - cr  4763,0.2007734179496765,cr restaurante
sapore sa - cr 2673,0.2007734179496765,cr restaurante
sapore sa - cr 3926,0.2007734179496765,cr restaurante
sapore sa - cr 4451,0.2007734179496765,cr restaurante
sapore sa - cr 4259,0.0,cr restaurante
sodexo do brasil comercial sa - sodexho do brasil comercial ltda,0.03437870740890503,sodex brasil comercial
sodexo do brasil comercial sa - sobexho,0.19411802291870117,sodex brasil comercial
sodexo do brasil comercial sa - sodexo,0.2112036943435669,sodex brasil comercial
sodexo do brasil comercial sa - sodexo filial 12453,0.21299505233764648,sodex brasil comercial
sodexo do brasil comercial sa - sodexo filial 12381,0.21299511194229126,sodex brasil comercial
sodexo do brasil comercial sa - sodexho,0.0,sodex brasil comercial
igreja evangelica assembleia de deus - igreja assembleia de deusbelem  santa eulalia,0.17357051372528076,mitra diocesana
mitra diocesana de sao miguel paulista - paroquia santa luzia,0.354567289352417,mitra diocesana
mitra da arquidiocese de curitiba - paroquia santa cruz e santa efigenia,0.354567289352417,mitra diocesana
arquidiocese de sorocaba - paroquia de santa rita,0.382091760635376,mitra diocesana
mitra metropolitana de florianopolis - paroquia s judas e s joao batista,0.3821784257888794,mitra diocesana
mitra diocesana de limeira - paroquia santa eulalia,0.0,mitra diocesana
banco bradesco sa - bradesco ag cangucu rs,0.33332711458206177,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.33332711458206177,bradesco
banco bradesco sa - ag sao pedro do suacui,0.33332711458206177,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.33332711458206177,bradesco
banco bradesco sa - bradesco pa bambui mg,0.33332711458206177,bradesco
banco bradesco sa - bradesco paa capela nova mg,0.0,bradesco
banco bradesco sa - bradesco ag cangucu rs,0.27862948179244995,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.27862948179244995,bradesco
banco bradesco sa - ag sao pedro do suacui,0.27862948179244995,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.27862948179244995,bradesco
banco bradesco sa - bradesco pa bambui mg,0.27862948179244995,bradesco
banco bradesco sa - bradesco pa  sombrio sc,0.0,bradesco
carrefour comercio e industria ltda - mvs  market vila suzano,0.45441949367523193,bms info
tecnologia bancaria sa - tecben,0.4690737724304199,bms info
tecnologia bancaria sa - filial boa vista,0.4690738320350647,bms info
mercadomoveis ltda - mercadomoveis,0.5056663155555725,bms info
zema zselics ltda - industria de maquinas zema,0.534137099981308,bms info
vinicius marchandt sobral tecnologia da informacao ltda - vms tecnologia,0.0,bms info
sodexo do brasil comercial sa - sodexo filial 14257,0.03710734844207764,sodex br
sodexo do brasil comercial sa - sodexo filial 13864,0.03973883390426636,sodex br
sodexo do brasil comercial sa - sodexo filial 13598,0.03973883390426636,sodex br
sodexo do brasil comercial sa - 13475 sodexo,0.045909762382507324,sodex br
sodexo do brasil comercial sa - weir cc 11595,0.04590994119644165,sodex br
sodexo do brasil comercial sa - sodexo,0.0,sodex br
sapore sa - cr 4259,0.2462369203567505,s.a. sapore
sapore sa - cr 4682,0.2462369203567505,s.a. sapore
sapore sa - cr 4536 restaurante obra i,0.24623697996139526,s.a. sapore
sapore sa - cr  4763,0.24623697996139526,s.a. sapore
sapore sa - cr 2673,0.24623697996139526,s.a. sapore
sapore sa - cr 3029,0.0,s.a. sapore
igreja evangelica assembleia de deus - congregacao da igreja evangelica assembleia de deus,0.04094839096069336,igreja ebanjelica
igreja evangelica assembleia de deus - igreja assembleia de deus  belem  campo belo,0.04094839096069336,igreja ebanjelica
igreja evangelica assembleia de deus - regissol,0.04094839096069336,igreja ebanjelica
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus jardim sao camilo,0.04094839096069336,igreja ebanjelica
igreja evangelica assembleia de deus - jardim belo horizonte,0.040948450565338135,igreja ebanjelica
igreja evangelica assembleia de deus - assembleia de deus,0.0,igreja ebanjelica
banco bradesco sa - bradesco pa santa maria do suacui mg,0.18318700790405273,bradesco
banco bradesco sa - bradesco pa feira grande al,0.33587026596069336,bradesco
banco bradesco sa - bradesco pa ibirataia ba,0.33587026596069336,bradesco
banco bradesco sa - bradesco paa taquaral de goias go,0.33587026596069336,bradesco
banco bradesco sa - bradesco pa bairro agua verde  urb curitiba pr,0.33587026596069336,bradesco
banco bradesco sa - bradesco pa santa maria do para pa,0.0,bradesco
banco santander brasil sa - pa rondon do parapa,0.5062032639980316,asosiacão bois bunbas
banco bradesco sa - ag corporate bauru sp,0.52764493227005,asosiacão bois bunbas
banco santander brasil sa - agencia abn campinas,0.5644944906234741,asosiacão bois bunbas
banco santander brasil sa - pa avbarao mauamauasp,0.5716380178928375,asosiacão bois bunbas
aelbra educacao superior  graduacao e posgraduacao sa em recuperacao judicial - universidade luterana do brasil  campus cachoeira do s,0.5795419216156006,asosiacão bois bunbas
associacao folclorica de bois bumbas de rondoniaabron - abron,0.0,asosiacão bois bunbas
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus  socorro,0.051758408546447754,assembleia de deus
igreja evangelica assembleia de deus - igreja evangelica assembleia de deusvila sao miguel,0.060948848724365234,assembleia de deus
igreja evangelica assembleia de deus - igreja evangelica assembleia de deusjardim bonfiglioli,0.060948848724365234,assembleia de deus
igreja evangelica assembleia de deus - cerquilho,0.06588232517242432,assembleia de deus
igreja evangelica assembleia de deus - waldemar hauer,0.06588232517242432,assembleia de deus
igreja evangelica assembleia de deus - congregacao da igreja evangelica assembleia de deus,0.0,assembleia de deus
fundo municipal dos direitos da crianca e do adolescente - fmdca  lastro,0.1371961236000061,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fmdca  jaragua,0.13719624280929565,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fmdcaim,0.13719624280929565,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fmdca municipio de quixaba,0.14327603578567505,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fdca,0.17245632410049438,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fundo municipal dos direitos da crianca e do adolescent,0.0,fundo munisipal direitos
fundo municipal de meio ambiente - fmme,0.46087467670440674,bida e preservacão
fundo municipal do meio ambiente - fundo municipal do meio ambiente  fmma,0.4614632725715637,bida e preservacão
fundo municipal do meio ambiente - fundo municipal do meio ambiente,0.46146339178085327,bida e preservacão
universidade de sao paulo - superintendencia de gestao ambiental,0.4962097406387329,bida e preservacão
fundo municipal do meio ambiente  fmma - fundo municipal do meio ambiente,0.5005657076835632,bida e preservacão
associacao em defesa da vida e preservacao do meio ambiente bemestar - associacao bemestar,0.0,bida e preservacão
via veneto roupas ltda - brooksfieldbrooksfield juniorvia veneto,0.14917969703674316,brooks roupas
via veneto roupas ltda - brooksfield junior,0.19700688123703003,brooks roupas
via veneto roupas ltda - brooksfield brooksfield junior via veneto,0.1970069408416748,brooks roupas
via veneto roupas ltda - brooksfieldbrooksfield junior via veneto,0.20828384160995483,brooks roupas
via veneto roupas ltda - brooksfield e brooksfield junior,0.22053414583206177,brooks roupas
via veneto roupas ltda - brooksfield,0.0,brooks roupas
banco bradesco sa - bradesco ag cangucu rs,0.25015348196029663,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.25015348196029663,bradesco
banco bradesco sa - ag sao pedro do suacui,0.25015348196029663,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.25015348196029663,bradesco
banco bradesco sa - bradesco pa bambui mg,0.25015348196029663,bradesco
banco bradesco sa - bradesco paa joaquim pires pi,0.0,bradesco
mitra arquidiocesana de sao paulo - paroquia nossa senhora de fatima,0.42422860860824585,associação de moradores
mitra da arquidiocese de curitiba - paroquia nossa senhora de fatima,0.4274383783340454,associação de moradores
mitra diocesana de umuarama - mitra du  paroquia n sra de fatima,0.44290441274642944,associação de moradores
igreja evangelica assembleia de deus em sao paulo - iead vl fatima  guarulhos,0.5314307808876038,associação de moradores
associacao das familias da agricultura irrigada nucleo agua viva i - afanav,0.5685117542743683,associação de moradores
associacao de moradores do bairro fatima - ambf,0.0,associação de moradores
grazziotin s a - gzt express,0.12696164846420288,grazitin
grazziotin s a - via sette,0.13042032718658447,grazitin
grazziotin s a - gzt,0.1468571424484253,grazitin
grazziotin s a - grazziotin,0.17667156457901,grazitin
grazziotin s a - grazziotin lojas de departamento,0.18362081050872803,grazitin
grazziotin s a - por menos,0.0,grazitin
fundo municipal de direitos do idoso - fmdi,0.07684600353240967,direitos pesoa idosa
fundo municipal do idoso - fundo municipal do idoso  mara rosa,0.08777493238449097,direitos pesoa idosa
fundo municipal de direitos do idoso - fundo municipal do idoso,0.08777493238449097,direitos pesoa idosa
fundo municipal de direitos do idoso - fundo municipal do idoso municipio de urucui  pi,0.08777493238449097,direitos pesoa idosa
fundo municipal de direitos do idoso - fundo idoso de vista gauchars,0.09071338176727295,direitos pesoa idosa
fundo municipal dos direitos da pessoa idosa - fundo municipal do idoso,0.0,direitos pesoa idosa
banco bradesco sa - bradesco ag ribas do rio pardo est unif,0.2327994704246521,bradesco unif
banco bradesco sa - bradesco ag rio das pedras est unif,0.23279958963394165,bradesco unif
banco bradesco sa - bradesco ag carlos prates est unif,0.23279958963394165,bradesco unif
banco bradesco sa - bradesco ag picos est unif,0.23279958963394165,bradesco unif
banco bradesco sa - bradesco ag praca municipal est unif,0.23279958963394165,bradesco unif
banco bradesco sa - bradesco ag aracatuba est unif,0.0,bradesco unif
banco bradesco sa - bradesco pa sao domingos sc,0.2805657982826233,drogaria sao paulo s.a.
banco bradesco sa - bradesco ag sao gabriel da cachoeira,0.2805657982826233,drogaria sao paulo s.a.
banco bradesco sa - bradesco pa aclimacao  urb sao paulo sp,0.2805657982826233,drogaria sao paulo s.a.
banco bradesco sa - bradesco paa cedro de sao joao se,0.2805657982826233,drogaria sao paulo s.a.
banco bradesco sa - bradesco pa cidade a e carvalho  urb sao paulo sp,0.2805657982826233,drogaria sao paulo s.a.
drogaria sao paulo sa - drogaria sao paulo sa,0.0,drogaria sao paulo s.a.
supermercado hirota ltda - hirota food express em casa living magic,0.267254114151001,supermercado hirota
supermercado hirota ltda - hirota food express em casa nuova citta,0.267254114151001,supermercado hirota
supermercado hirota ltda - hirota food express em casa parque firenze g16,0.26725417375564575,supermercado hirota
supermercado hirota ltda - hirota food express em casa gran village club,0.26725417375564575,supermercado hirota
supermercado hirota ltda - hirota food express em casa firenze  grupo 15,0.30356186628341675,supermercado hirota
supermercado hirota ltda - hirota food express itau eusebio matoso,0.0,supermercado hirota
banco santander brasil sa - pa sao carlos sp ii,0.37182509899139404,santander
banco santander brasil sa - jd paulistanosp ii,0.37182509899139404,santander
banco santander brasil sa - fco politospsp,0.37182509899139404,santander
banco santander brasil sa - riopraca maua ii,0.37182509899139404,santander
banco santander brasil sa - porto velho  jatuarana  ro,0.37182509899139404,santander
banco santander brasil sa - av vital brasilsp ii,0.0,santander
banco bradesco sa - bradesco pa bela cruz ce,0.3153306841850281,bradesco
banco bradesco sa - bradesco ag beberibe ce,0.3153306841850281,bradesco
banco bradesco sa - bradesco ag novo oriente ce,0.3153306841850281,bradesco
banco bradesco sa - bradesco pa tejucuoca ce,0.3153306841850281,bradesco
banco bradesco sa - bradesco pa aratuba ce,0.3153306841850281,bradesco
banco bradesco sa - bradesco pa cedro ce,0.0,bradesco
banco bradesco sa - bradesco ag aparecida do taboado,0.33647626638412476,bradesco s.a.
banco bradesco sa - bradesco pa rua cachoeira  urb guarulhos sp,0.36040550470352173,bradesco s.a.
banco bradesco sa - bradesco pa morro do pilar mg,0.36040550470352173,bradesco s.a.
banco bradesco sa - uad pirituba sp,0.36040550470352173,bradesco s.a.
banco bradesco sa - bradesco pa garuva sc,0.36040550470352173,bradesco s.a.
banco bradesco sa - bradesco ag taboao da serra est unif,0.0,bradesco s.a.
cooperativa triticola sarandi ltda - cotrisal,0.4132844805717468,palmeirense
companhia paulista de fertilizantes  falido - copas,0.47540271282196045,palmeirense
banco santander brasil sa - select copacabanarj i,0.4787120819091797,palmeirense
2033 copacabana praias empreendimento imobiliario spe ltda - copacabana,0.502317875623703,palmeirense
congregacao crista no brasil - congregacao crista no brasil  copaco,0.5066702365875244,palmeirense
cooperativa triticola palmeirense ltda - copalma,0.0,palmeirense
laser company brasil ltda - laser company brasil,0.37348300218582153,soares macedo
melo  goncalves materiais de construcao ltda - melo  concalves materiais de construcao,0.5894536077976227,soares macedo
lux solis energy ltda - lux solis energy,0.6174237132072449,soares macedo
messer gases ltda - messer gases,0.6227184236049652,soares macedo
golden merenda participacoes ltda - golden merenda,0.6249366104602814,soares macedo
ricardo soares macedo ltda - metalpro laser,0.0,soares macedo
banco santander brasil sa - agencia urbcgrandeav afonso pena,0.3746083974838257,santander ajensia
banco santander brasil sa - agencia pirai,0.3779488801956177,santander ajensia
banco santander brasil sa - agencia contagemb industrial,0.3851509690284729,santander ajensia
banco santander brasil sa - agencia urbatibaiaaprigio toledo,0.3851509690284729,santander ajensia
banco santander brasil sa - agencia ananindeua,0.3851509690284729,santander ajensia
banco santander brasil sa - agencia timbauba,0.0,santander ajensia
mitra diocesana de limeira - paroquia nossa senhora aparecida,0.10989987850189209,paroquia nossa
mitra diocesana de barretos - paroquia nossa senhora aparecida,0.1272498369216919,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora aparecida dos ferroviarios,0.15243744850158691,paroquia nossa
arquidiocese de sorocaba - paroquia nossa senhora aparecida,0.1678299903869629,paroquia nossa
aparecida caminhoes e carretas ltda - aparecida caminhoes,0.1950927972793579,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora aparecida,0.0,paroquia nossa
cooperativa de credito poupanca e investimento uniao  sicredi uniao rses - unidade de atendimento de bairro do passo,0.5863446593284607,pert
associacao jovem periferico - associacao jovem periferico,0.5902105867862701,pert
cooperativa de credito poupanca e investimento caminho das aguas rs sicredi caminho das aguas rs - unidade de atendimento de tres cachoeiras,0.596325695514679,pert
cooperativa de credito poupanca e investimento vanguarda  sicredi vanguarda prsprj - unidade de atendimento de aruja,0.596325695514679,pert
cooperativa de credito sicredi serrana rses - unidade de atendimento bento goncalves  agronegocio,0.596325695514679,pert
perto s a perifericos para automacao - perto,0.0,pert
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica sao leopoldors ii,0.13253331184387207,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica sao jose dos campossp,0.15820366144180298,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica astorgapr,0.15820366144180298,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica guaporers,0.15820366144180298,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica porto alegrers ii  hipica,0.15820366144180298,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica cianortepr,0.0,eskimo loja
raia drogasil sa - drogasil,0.027896881103515625,raiadrogasil s.a.
raia drogasil sa - raia drogasil sa,0.027896881103515625,raiadrogasil s.a.
raia drogasil sa - drogasil santo andre,0.027896881103515625,raiadrogasil s.a.
raia drogasil sa - drogaraia,0.03729814291000366,raiadrogasil s.a.
raia drogasil sa - drfogasil laoa,0.03729814291000366,raiadrogasil s.a.
raia drogasil sa - raia drogasil,0.0,raiadrogasil s.a.
banco bradesco sa - bradesco ag prime gonzaga,0.33222705125808716,bradesco ajensia prime
banco bradesco sa - bradesco ag prime barao de limeira,0.33222711086273193,bradesco ajensia prime
banco bradesco sa - bradesco ag prime florianopolis,0.33222711086273193,bradesco ajensia prime
banco bradesco sa - bradesco ag prime ipiranga est unif,0.3322271704673767,bradesco ajensia prime
banco bradesco sa - bradesco ag prime piracicaba,0.3549100160598755,bradesco ajensia prime
banco bradesco sa - bradesco ag prime  cambuci,0.0,bradesco ajensia prime
mitra diocesana de apucarana - paroquia santa rita de cassia de lunardelli,0.18049472570419312,paroquia de santa
mitra da arquidiocese de porto alegre - diaconia santa rita de cassia,0.19678890705108643,paroquia de santa
mitra diocesana de marilia - m d m  paroquia santa rita de cassia de marilia,0.21174544095993042,paroquia de santa
igreja evangelica assembleia de deus em piracicaba sp - ad  santa rita do pardo,0.21643733978271484,paroquia de santa
usina sao domingosacucar e etanol sa - chacara santa rita,0.2474542260169983,paroquia de santa
arquidiocese de sorocaba - paroquia de santa rita,0.0,paroquia de santa
