sentence1,score,sentence2
igreja evangelica assembleia de deus - balsamo,0.9451763033866882,asenbleia ebanjelica
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus,1.0,asenbleia ebanjelica
mitra diocesana de santo amaro - paroquia mae do salvador,0.8002303838729858,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora mae de deus,0.7080577611923218,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora dacasaluce,0.572454571723938,paroquia nossa
diocese de franca - paroquia nossa senhora das gracas,0.572454571723938,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora delourdes,0.572454571723938,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora mae do salvador,1.0,paroquia nossa
banco santander brasil sa - pa fortalezaav13 de maioce i,0.755153477191925,santander brasil
banco santander brasil sa - fortalezacentro i,0.7438613772392273,santander brasil
banco santander brasil sa - brasspsp,0.6281715035438538,santander brasil
banco santander brasil sa - agencia enseada botafogocaprj,0.6281715035438538,santander brasil
banco santander brasil sa - ernani amaral initeroirj,0.6281715035438538,santander brasil
banco santander brasil sa - fortalezacentro ii,1.0,santander brasil
fundo municipal dos direitos da crianca e do adolescente - fmdca  lastro,0.8870139122009277,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fmdca  jaragua,0.8870136737823486,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fmdcaim,0.8870136737823486,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fmdca municipio de quixaba,0.880825936794281,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fia municipal de maranhaozinho,0.8535031080245972,fundo municipal adolescente
fundo municipal dos direitos da crianca e do adolescente - fundo municipal direitos da crianca e do adolescente,1.0,fundo municipal adolescente
allpark empreendimentos participacoes e servicos sa - allpark empreendimentos participacoes e servicos,0.9182355403900146,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - ed com torre sul,0.9182354807853699,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - shop west plaza,0.9182354807853699,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - ed com merit office  mall,0.9154297709465027,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - allpark,0.8734979033470154,al park enpreendimentos
allpark empreendimentos participacoes e servicos sa - allpark empreendimentos participacoes e servicos sa,1.0,al park enpreendimentos
sapore sa - cr 4536 restaurante obra i,0.7992265820503235,cr restaurante
sapore sa - cr  4763,0.7992265820503235,cr restaurante
sapore sa - cr 2673,0.7992265820503235,cr restaurante
sapore sa - cr 3926,0.7992265820503235,cr restaurante
sapore sa - cr 4451,0.7992265820503235,cr restaurante
sapore sa - cr 4259,1.0,cr restaurante
sodexo do brasil comercial sa - sodexho do brasil comercial ltda,0.965621292591095,sodex brasil comercial
sodexo do brasil comercial sa - sobexho,0.8058819770812988,sodex brasil comercial
sodexo do brasil comercial sa - sodexo,0.7887963056564331,sodex brasil comercial
sodexo do brasil comercial sa - sodexo filial 12453,0.7870049476623535,sodex brasil comercial
sodexo do brasil comercial sa - sodexo filial 12381,0.7870048880577087,sodex brasil comercial
sodexo do brasil comercial sa - sodexho,1.0,sodex brasil comercial
igreja evangelica assembleia de deus - igreja assembleia de deusbelem  santa eulalia,0.8264294862747192,mitra diocesana
mitra diocesana de sao miguel paulista - paroquia santa luzia,0.645432710647583,mitra diocesana
mitra da arquidiocese de curitiba - paroquia santa cruz e santa efigenia,0.645432710647583,mitra diocesana
arquidiocese de sorocaba - paroquia de santa rita,0.617908239364624,mitra diocesana
mitra metropolitana de florianopolis - paroquia s judas e s joao batista,0.6178215742111206,mitra diocesana
mitra diocesana de limeira - paroquia santa eulalia,1.0,mitra diocesana
banco bradesco sa - bradesco ag cangucu rs,0.6666728854179382,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.6666728854179382,bradesco
banco bradesco sa - ag sao pedro do suacui,0.6666728854179382,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.6666728854179382,bradesco
banco bradesco sa - bradesco pa bambui mg,0.6666728854179382,bradesco
banco bradesco sa - bradesco paa capela nova mg,1.0,bradesco
banco bradesco sa - bradesco ag cangucu rs,0.72137051820755,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.72137051820755,bradesco
banco bradesco sa - ag sao pedro do suacui,0.72137051820755,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.72137051820755,bradesco
banco bradesco sa - bradesco pa bambui mg,0.72137051820755,bradesco
banco bradesco sa - bradesco pa  sombrio sc,1.0,bradesco
carrefour comercio e industria ltda - mvs  market vila suzano,0.5455805063247681,bms info
tecnologia bancaria sa - tecben,0.5309262275695801,bms info
tecnologia bancaria sa - filial boa vista,0.5309261679649353,bms info
mercadomoveis ltda - mercadomoveis,0.4943336844444275,bms info
zema zselics ltda - industria de maquinas zema,0.465862900018692,bms info
vinicius marchandt sobral tecnologia da informacao ltda - vms tecnologia,1.0,bms info
sodexo do brasil comercial sa - sodexo filial 14257,0.9628926515579224,sodex br
sodexo do brasil comercial sa - sodexo filial 13864,0.9602611660957336,sodex br
sodexo do brasil comercial sa - sodexo filial 13598,0.9602611660957336,sodex br
sodexo do brasil comercial sa - 13475 sodexo,0.9540902376174927,sodex br
sodexo do brasil comercial sa - weir cc 11595,0.9540900588035583,sodex br
sodexo do brasil comercial sa - sodexo,1.0,sodex br
sapore sa - cr 4259,0.7537630796432495,s.a. sapore
sapore sa - cr 4682,0.7537630796432495,s.a. sapore
sapore sa - cr 4536 restaurante obra i,0.7537630200386047,s.a. sapore
sapore sa - cr  4763,0.7537630200386047,s.a. sapore
sapore sa - cr 2673,0.7537630200386047,s.a. sapore
sapore sa - cr 3029,1.0,s.a. sapore
igreja evangelica assembleia de deus - congregacao da igreja evangelica assembleia de deus,0.9590516090393066,igreja ebanjelica
igreja evangelica assembleia de deus - igreja assembleia de deus  belem  campo belo,0.9590516090393066,igreja ebanjelica
igreja evangelica assembleia de deus - regissol,0.9590516090393066,igreja ebanjelica
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus jardim sao camilo,0.9590516090393066,igreja ebanjelica
igreja evangelica assembleia de deus - jardim belo horizonte,0.9590515494346619,igreja ebanjelica
igreja evangelica assembleia de deus - assembleia de deus,1.0,igreja ebanjelica
banco bradesco sa - bradesco pa santa maria do suacui mg,0.8168129920959473,bradesco
banco bradesco sa - bradesco pa feira grande al,0.6641297340393066,bradesco
banco bradesco sa - bradesco pa ibirataia ba,0.6641297340393066,bradesco
banco bradesco sa - bradesco paa taquaral de goias go,0.6641297340393066,bradesco
banco bradesco sa - bradesco pa bairro agua verde  urb curitiba pr,0.6641297340393066,bradesco
banco bradesco sa - bradesco pa santa maria do para pa,1.0,bradesco
banco santander brasil sa - pa rondon do parapa,0.4937967360019684,asosiacão bois bunbas
banco bradesco sa - ag corporate bauru sp,0.47235506772994995,asosiacão bois bunbas
banco santander brasil sa - agencia abn campinas,0.4355055093765259,asosiacão bois bunbas
banco santander brasil sa - pa avbarao mauamauasp,0.4283619821071625,asosiacão bois bunbas
aelbra educacao superior  graduacao e posgraduacao sa em recuperacao judicial - universidade luterana do brasil  campus cachoeira do s,0.4204580783843994,asosiacão bois bunbas
associacao folclorica de bois bumbas de rondoniaabron - abron,1.0,asosiacão bois bunbas
igreja evangelica assembleia de deus - igreja evangelica assembleia de deus  socorro,0.9482415914535522,assembleia de deus
igreja evangelica assembleia de deus - igreja evangelica assembleia de deusvila sao miguel,0.9390511512756348,assembleia de deus
igreja evangelica assembleia de deus - igreja evangelica assembleia de deusjardim bonfiglioli,0.9390511512756348,assembleia de deus
igreja evangelica assembleia de deus - cerquilho,0.9341176748275757,assembleia de deus
igreja evangelica assembleia de deus - waldemar hauer,0.9341176748275757,assembleia de deus
igreja evangelica assembleia de deus - congregacao da igreja evangelica assembleia de deus,1.0,assembleia de deus
fundo municipal dos direitos da crianca e do adolescente - fmdca  lastro,0.8628038763999939,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fmdca  jaragua,0.8628037571907043,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fmdcaim,0.8628037571907043,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fmdca municipio de quixaba,0.856723964214325,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fdca,0.8275436758995056,fundo munisipal direitos
fundo municipal dos direitos da crianca e do adolescente - fundo municipal dos direitos da crianca e do adolescent,1.0,fundo munisipal direitos
fundo municipal de meio ambiente - fmme,0.5391253232955933,bida e preservacão
fundo municipal do meio ambiente - fundo municipal do meio ambiente  fmma,0.5385367274284363,bida e preservacão
fundo municipal do meio ambiente - fundo municipal do meio ambiente,0.5385366082191467,bida e preservacão
universidade de sao paulo - superintendencia de gestao ambiental,0.5037902593612671,bida e preservacão
fundo municipal do meio ambiente  fmma - fundo municipal do meio ambiente,0.49943429231643677,bida e preservacão
associacao em defesa da vida e preservacao do meio ambiente bemestar - associacao bemestar,1.0,bida e preservacão
via veneto roupas ltda - brooksfieldbrooksfield juniorvia veneto,0.8508203029632568,brooks roupas
via veneto roupas ltda - brooksfield junior,0.80299311876297,brooks roupas
via veneto roupas ltda - brooksfield brooksfield junior via veneto,0.8029930591583252,brooks roupas
via veneto roupas ltda - brooksfieldbrooksfield junior via veneto,0.7917161583900452,brooks roupas
via veneto roupas ltda - brooksfield e brooksfield junior,0.7794658541679382,brooks roupas
via veneto roupas ltda - brooksfield,1.0,brooks roupas
banco bradesco sa - bradesco ag cangucu rs,0.7498465180397034,bradesco
banco bradesco sa - pa  mema participacoes e administracao,0.7498465180397034,bradesco
banco bradesco sa - ag sao pedro do suacui,0.7498465180397034,bradesco
banco bradesco sa - bradesco paa gurupa pa,0.7498465180397034,bradesco
banco bradesco sa - bradesco pa bambui mg,0.7498465180397034,bradesco
banco bradesco sa - bradesco paa joaquim pires pi,1.0,bradesco
mitra arquidiocesana de sao paulo - paroquia nossa senhora de fatima,0.5757713913917542,associação de moradores
mitra da arquidiocese de curitiba - paroquia nossa senhora de fatima,0.5725616216659546,associação de moradores
mitra diocesana de umuarama - mitra du  paroquia n sra de fatima,0.5570955872535706,associação de moradores
igreja evangelica assembleia de deus em sao paulo - iead vl fatima  guarulhos,0.46856921911239624,associação de moradores
associacao das familias da agricultura irrigada nucleo agua viva i - afanav,0.4314882457256317,associação de moradores
associacao de moradores do bairro fatima - ambf,1.0,associação de moradores
grazziotin s a - gzt express,0.8730383515357971,grazitin
grazziotin s a - via sette,0.8695796728134155,grazitin
grazziotin s a - gzt,0.8531428575515747,grazitin
grazziotin s a - grazziotin,0.82332843542099,grazitin
grazziotin s a - grazziotin lojas de departamento,0.816379189491272,grazitin
grazziotin s a - por menos,1.0,grazitin
fundo municipal de direitos do idoso - fmdi,0.9231539964675903,direitos pesoa idosa
fundo municipal do idoso - fundo municipal do idoso  mara rosa,0.912225067615509,direitos pesoa idosa
fundo municipal de direitos do idoso - fundo municipal do idoso,0.912225067615509,direitos pesoa idosa
fundo municipal de direitos do idoso - fundo municipal do idoso municipio de urucui  pi,0.912225067615509,direitos pesoa idosa
fundo municipal de direitos do idoso - fundo idoso de vista gauchars,0.909286618232727,direitos pesoa idosa
fundo municipal dos direitos da pessoa idosa - fundo municipal do idoso,1.0,direitos pesoa idosa
banco bradesco sa - bradesco ag ribas do rio pardo est unif,0.7672005295753479,bradesco unif
banco bradesco sa - bradesco ag rio das pedras est unif,0.7672004103660583,bradesco unif
banco bradesco sa - bradesco ag carlos prates est unif,0.7672004103660583,bradesco unif
banco bradesco sa - bradesco ag picos est unif,0.7672004103660583,bradesco unif
banco bradesco sa - bradesco ag praca municipal est unif,0.7672004103660583,bradesco unif
banco bradesco sa - bradesco ag aracatuba est unif,1.0,bradesco unif
banco bradesco sa - bradesco pa sao domingos sc,0.7194342017173767,drogaria sao paulo s.a.
banco bradesco sa - bradesco ag sao gabriel da cachoeira,0.7194342017173767,drogaria sao paulo s.a.
banco bradesco sa - bradesco pa aclimacao  urb sao paulo sp,0.7194342017173767,drogaria sao paulo s.a.
banco bradesco sa - bradesco paa cedro de sao joao se,0.7194342017173767,drogaria sao paulo s.a.
banco bradesco sa - bradesco pa cidade a e carvalho  urb sao paulo sp,0.7194342017173767,drogaria sao paulo s.a.
drogaria sao paulo sa - drogaria sao paulo sa,1.0,drogaria sao paulo s.a.
supermercado hirota ltda - hirota food express em casa living magic,0.732745885848999,supermercado hirota
supermercado hirota ltda - hirota food express em casa nuova citta,0.732745885848999,supermercado hirota
supermercado hirota ltda - hirota food express em casa parque firenze g16,0.7327458262443542,supermercado hirota
supermercado hirota ltda - hirota food express em casa gran village club,0.7327458262443542,supermercado hirota
supermercado hirota ltda - hirota food express em casa firenze  grupo 15,0.6964381337165833,supermercado hirota
supermercado hirota ltda - hirota food express itau eusebio matoso,1.0,supermercado hirota
banco santander brasil sa - pa sao carlos sp ii,0.628174901008606,santander
banco santander brasil sa - jd paulistanosp ii,0.628174901008606,santander
banco santander brasil sa - fco politospsp,0.628174901008606,santander
banco santander brasil sa - riopraca maua ii,0.628174901008606,santander
banco santander brasil sa - porto velho  jatuarana  ro,0.628174901008606,santander
banco santander brasil sa - av vital brasilsp ii,1.0,santander
banco bradesco sa - bradesco pa bela cruz ce,0.6846693158149719,bradesco
banco bradesco sa - bradesco ag beberibe ce,0.6846693158149719,bradesco
banco bradesco sa - bradesco ag novo oriente ce,0.6846693158149719,bradesco
banco bradesco sa - bradesco pa tejucuoca ce,0.6846693158149719,bradesco
banco bradesco sa - bradesco pa aratuba ce,0.6846693158149719,bradesco
banco bradesco sa - bradesco pa cedro ce,1.0,bradesco
banco bradesco sa - bradesco ag aparecida do taboado,0.6635237336158752,bradesco s.a.
banco bradesco sa - bradesco pa rua cachoeira  urb guarulhos sp,0.6395944952964783,bradesco s.a.
banco bradesco sa - bradesco pa morro do pilar mg,0.6395944952964783,bradesco s.a.
banco bradesco sa - uad pirituba sp,0.6395944952964783,bradesco s.a.
banco bradesco sa - bradesco pa garuva sc,0.6395944952964783,bradesco s.a.
banco bradesco sa - bradesco ag taboao da serra est unif,1.0,bradesco s.a.
cooperativa triticola sarandi ltda - cotrisal,0.5867155194282532,palmeirense
companhia paulista de fertilizantes  falido - copas,0.5245972871780396,palmeirense
banco santander brasil sa - select copacabanarj i,0.5212879180908203,palmeirense
2033 copacabana praias empreendimento imobiliario spe ltda - copacabana,0.497682124376297,palmeirense
congregacao crista no brasil - congregacao crista no brasil  copaco,0.4933297634124756,palmeirense
cooperativa triticola palmeirense ltda - copalma,1.0,palmeirense
laser company brasil ltda - laser company brasil,0.6265169978141785,soares macedo
melo  goncalves materiais de construcao ltda - melo  concalves materiais de construcao,0.4105463922023773,soares macedo
lux solis energy ltda - lux solis energy,0.3825762867927551,soares macedo
messer gases ltda - messer gases,0.3772815763950348,soares macedo
golden merenda participacoes ltda - golden merenda,0.37506338953971863,soares macedo
ricardo soares macedo ltda - metalpro laser,1.0,soares macedo
banco santander brasil sa - agencia urbcgrandeav afonso pena,0.6253916025161743,santander ajensia
banco santander brasil sa - agencia pirai,0.6220511198043823,santander ajensia
banco santander brasil sa - agencia contagemb industrial,0.6148490309715271,santander ajensia
banco santander brasil sa - agencia urbatibaiaaprigio toledo,0.6148490309715271,santander ajensia
banco santander brasil sa - agencia ananindeua,0.6148490309715271,santander ajensia
banco santander brasil sa - agencia timbauba,1.0,santander ajensia
mitra diocesana de limeira - paroquia nossa senhora aparecida,0.8901001214981079,paroquia nossa
mitra diocesana de barretos - paroquia nossa senhora aparecida,0.8727501630783081,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora aparecida dos ferroviarios,0.8475625514984131,paroquia nossa
arquidiocese de sorocaba - paroquia nossa senhora aparecida,0.8321700096130371,paroquia nossa
aparecida caminhoes e carretas ltda - aparecida caminhoes,0.8049072027206421,paroquia nossa
mitra arquidiocesana de sao paulo - paroquia nossa senhora aparecida,1.0,paroquia nossa
cooperativa de credito poupanca e investimento uniao  sicredi uniao rses - unidade de atendimento de bairro do passo,0.4136553406715393,pert
associacao jovem periferico - associacao jovem periferico,0.40978941321372986,pert
cooperativa de credito poupanca e investimento caminho das aguas rs sicredi caminho das aguas rs - unidade de atendimento de tres cachoeiras,0.40367430448532104,pert
cooperativa de credito poupanca e investimento vanguarda  sicredi vanguarda prsprj - unidade de atendimento de aruja,0.40367430448532104,pert
cooperativa de credito sicredi serrana rses - unidade de atendimento bento goncalves  agronegocio,0.40367430448532104,pert
perto s a perifericos para automacao - perto,1.0,pert
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica sao leopoldors ii,0.8674666881561279,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica sao jose dos campossp,0.841796338558197,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica astorgapr,0.841796338558197,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica guaporers,0.841796338558197,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica porto alegrers ii  hipica,0.841796338558197,eskimo loja
comercio e industria de sorvetes eskimo ltda - eskimo  loja de fabrica cianortepr,1.0,eskimo loja
raia drogasil sa - drogasil,0.9721031188964844,raiadrogasil s.a.
raia drogasil sa - raia drogasil sa,0.9721031188964844,raiadrogasil s.a.
raia drogasil sa - drogasil santo andre,0.9721031188964844,raiadrogasil s.a.
raia drogasil sa - drogaraia,0.9627018570899963,raiadrogasil s.a.
raia drogasil sa - drfogasil laoa,0.9627018570899963,raiadrogasil s.a.
raia drogasil sa - raia drogasil,1.0,raiadrogasil s.a.
banco bradesco sa - bradesco ag prime gonzaga,0.6677729487419128,bradesco ajensia prime
banco bradesco sa - bradesco ag prime barao de limeira,0.6677728891372681,bradesco ajensia prime
banco bradesco sa - bradesco ag prime florianopolis,0.6677728891372681,bradesco ajensia prime
banco bradesco sa - bradesco ag prime ipiranga est unif,0.6677728295326233,bradesco ajensia prime
banco bradesco sa - bradesco ag prime piracicaba,0.6450899839401245,bradesco ajensia prime
banco bradesco sa - bradesco ag prime  cambuci,1.0,bradesco ajensia prime
mitra diocesana de apucarana - paroquia santa rita de cassia de lunardelli,0.8195052742958069,paroquia de santa
mitra da arquidiocese de porto alegre - diaconia santa rita de cassia,0.8032110929489136,paroquia de santa
mitra diocesana de marilia - m d m  paroquia santa rita de cassia de marilia,0.7882545590400696,paroquia de santa
igreja evangelica assembleia de deus em piracicaba sp - ad  santa rita do pardo,0.7835626602172852,paroquia de santa
usina sao domingosacucar e etanol sa - chacara santa rita,0.7525457739830017,paroquia de santa
arquidiocese de sorocaba - paroquia de santa rita,1.0,paroquia de santa
banco bradesco sa - bradesco ag cangucu rs,0.645926833152771,bradesco
